"Time","upf=upf-1:loc=1:dnn=1:dscp0","upf=upf-2:loc=1:dnn=1:dscp0","upf=upf-3:loc=1:dnn=1:dscp0","upf=upf-4:loc=1:dnn=1:dscp0","upf=upf-1:loc=2:dnn=1:dscp0","upf=upf-2:loc=2:dnn=1:dscp0","upf=upf-3:loc=2:dnn=1:dscp0","upf=upf-4:loc=2:dnn=1:dscp0","upf=upf-1:loc=3:dnn=1:dscp0","upf=upf-2:loc=3:dnn=1:dscp0","upf=upf-3:loc=3:dnn=1:dscp0","upf=upf-4:loc=3:dnn=1:dscp0","upf=upf-1:loc=4:dnn=1:dscp0","upf=upf-2:loc=4:dnn=1:dscp0","upf=upf-3:loc=4:dnn=1:dscp0","upf=upf-4:loc=4:dnn=1:dscp0","upf=upf-1:loc=1:dnn=2:dscp0","upf=upf-2:loc=1:dnn=2:dscp0","upf=upf-3:loc=1:dnn=2:dscp0","upf=upf-4:loc=1:dnn=2:dscp0","upf=upf-1:loc=2:dnn=2:dscp0","upf=upf-2:loc=2:dnn=2:dscp0","upf=upf-3:loc=2:dnn=2:dscp0","upf=upf-4:loc=2:dnn=2:dscp0","upf=upf-1:loc=3:dnn=2:dscp0","upf=upf-2:loc=3:dnn=2:dscp0","upf=upf-3:loc=3:dnn=2:dscp0","upf=upf-4:loc=3:dnn=2:dscp0","upf=upf-1:loc=4:dnn=2:dscp0","upf=upf-2:loc=4:dnn=2:dscp0","upf=upf-3:loc=4:dnn=2:dscp0","upf=upf-4:loc=4:dnn=2:dscp0"
2026-08-20 16:36:20,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.43 kp/s,0 p/s,0 p/s,11.3 kp/s,2.68 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,13.5 kp/s,0 p/s,0 p/s,13.6 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:36:40,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.43 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,337 p/s,347 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:37:00,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.43 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,2.36 kp/s,2.38 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:37:20,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.43 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,6.88 kp/s,6.90 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:37:40,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.56 kp/s,7.44 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,9.13 kp/s,9.15 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:38:00,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.44 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,11.4 kp/s,11.4 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:38:20,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.54 kp/s,7.42 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,15.0 kp/s,15.0 kp/s,0 p/s,0 p/s,157 p/s,164 p/s,160 p/s,0 p/s
2026-08-20 16:38:40,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.56 kp/s,7.44 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.1 kp/s,0 p/s,0 p/s,15.0 kp/s,15.0 kp/s,15.0 kp/s,0 p/s,0 p/s,1.41 kp/s,1.43 kp/s,1.42 kp/s,0 p/s
2026-08-20 16:39:00,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.43 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,15.0 kp/s,15.0 kp/s,0 p/s,0 p/s,3.12 kp/s,3.14 kp/s,3.13 kp/s,0 p/s
2026-08-20 16:39:20,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.42 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,15.0 kp/s,15.0 kp/s,0 p/s,0 p/s,6.13 kp/s,6.15 kp/s,6.13 kp/s,0 p/s
2026-08-20 16:39:40,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.55 kp/s,7.43 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,15.0 kp/s,15.0 kp/s,0 p/s,0 p/s,7.65 kp/s,7.67 kp/s,7.66 kp/s,0 p/s
2026-08-20 16:40:00,0 p/s,0 p/s,0 p/s,0 p/s,56 p/s,0 p/s,0 p/s,13.9 kp/s,6.54 kp/s,7.43 kp/s,0 p/s,0 p/s,11.2 kp/s,2.67 kp/s,84 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,15.0 kp/s,0 p/s,0 p/s,15.0 kp/s,15.0 kp/s,15.0 kp/s,0 p/s,0 p/s,9.13 kp/s,9.16 kp/s,9.15 kp/s,0 p/s
2026-08-20 16:40:20,0 p/s,0 p/s,0 p/s,0 p/s,39.8 p/s,0 p/s,0 p/s,10.5 kp/s,5.01 kp/s,5.60 kp/s,0 p/s,0 p/s,8.52 kp/s,2.00 kp/s,66.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,11.5 kp/s,0 p/s,0 p/s,11.4 kp/s,11.5 kp/s,11.4 kp/s,0 p/s,0 p/s,7.63 kp/s,7.63 kp/s,7.62 kp/s,0 p/s
2026-08-20 16:40:40,0 p/s,0 p/s,0 p/s,0 p/s,30.9 p/s,0 p/s,0 p/s,8.80 kp/s,4.21 kp/s,4.63 kp/s,0 p/s,0 p/s,7.11 kp/s,1.65 kp/s,55.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,8.33 kp/s,0 p/s,0 p/s,8.72 kp/s,8.36 kp/s,8.70 kp/s,0 p/s,0 p/s,5.69 kp/s,5.70 kp/s,5.68 kp/s,0 p/s
2026-08-20 16:41:00,0 p/s,0 p/s,0 p/s,0 p/s,28.5 p/s,0 p/s,0 p/s,7.48 kp/s,3.57 kp/s,3.96 kp/s,0 p/s,0 p/s,6.07 kp/s,1.43 kp/s,44.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.94 kp/s,0 p/s,0 p/s,7.07 kp/s,6.93 kp/s,7.08 kp/s,0 p/s,0 p/s,4.70 kp/s,4.64 kp/s,4.68 kp/s,0 p/s
2026-08-20 16:41:20,0 p/s,0 p/s,0 p/s,0 p/s,25.1 p/s,0 p/s,0 p/s,6.03 kp/s,2.86 kp/s,3.19 kp/s,0 p/s,0 p/s,4.87 kp/s,1.17 kp/s,36.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.43 kp/s,0 p/s,0 p/s,5.32 kp/s,5.47 kp/s,5.38 kp/s,0 p/s,0 p/s,3.62 kp/s,3.62 kp/s,3.61 kp/s,0 p/s
2026-08-20 16:41:40,0 p/s,0 p/s,0 p/s,0 p/s,24.1 p/s,0 p/s,0 p/s,6.36 kp/s,3.07 kp/s,3.34 kp/s,0 p/s,0 p/s,5.21 kp/s,1.22 kp/s,37.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.03 kp/s,0 p/s,0 p/s,5.06 kp/s,5.03 kp/s,5.17 kp/s,0 p/s,0 p/s,3.41 kp/s,3.39 kp/s,3.39 kp/s,0 p/s
2026-08-20 16:42:00,0 p/s,0 p/s,0 p/s,0 p/s,33.3 p/s,0 p/s,0 p/s,9.33 kp/s,4.39 kp/s,4.93 kp/s,0 p/s,0 p/s,7.57 kp/s,1.80 kp/s,57.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.42 kp/s,0 p/s,0 p/s,7.41 kp/s,6.52 kp/s,7.25 kp/s,0 p/s,0 p/s,4.73 kp/s,4.53 kp/s,4.57 kp/s,0 p/s
2026-08-20 16:42:20,0 p/s,0 p/s,0 p/s,0 p/s,31.9 p/s,0 p/s,0 p/s,8.21 kp/s,3.95 kp/s,4.22 kp/s,0 p/s,0 p/s,6.53 kp/s,1.58 kp/s,55.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.02 kp/s,0 p/s,0 p/s,7.19 kp/s,6.18 kp/s,7.42 kp/s,0 p/s,0 p/s,4.45 kp/s,4.61 kp/s,4.52 kp/s,0 p/s
2026-08-20 16:42:40,0 p/s,0 p/s,0 p/s,0 p/s,28.7 p/s,0 p/s,0 p/s,7.13 kp/s,3.35 kp/s,3.79 kp/s,0 p/s,0 p/s,5.73 kp/s,1.36 kp/s,44.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.26 kp/s,0 p/s,0 p/s,6.12 kp/s,5.36 kp/s,6.22 kp/s,0 p/s,0 p/s,3.82 kp/s,3.89 kp/s,3.85 kp/s,0 p/s
2026-08-20 16:43:00,0 p/s,0 p/s,0 p/s,0 p/s,27.2 p/s,0 p/s,0 p/s,6.85 kp/s,3.26 kp/s,3.59 kp/s,0 p/s,0 p/s,5.53 kp/s,1.31 kp/s,42.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.09 kp/s,0 p/s,0 p/s,5.93 kp/s,5.14 kp/s,5.99 kp/s,0 p/s,0 p/s,3.73 kp/s,3.71 kp/s,3.72 kp/s,0 p/s
2026-08-20 16:43:20,0 p/s,0 p/s,0 p/s,0 p/s,26.4 p/s,0 p/s,0 p/s,7.01 kp/s,3.39 kp/s,3.66 kp/s,0 p/s,0 p/s,5.73 kp/s,1.34 kp/s,42 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.23 kp/s,0 p/s,0 p/s,6.17 kp/s,5.26 kp/s,6.29 kp/s,0 p/s,0 p/s,3.86 kp/s,3.82 kp/s,3.82 kp/s,0 p/s
2026-08-20 16:43:40,0 p/s,0 p/s,0 p/s,0 p/s,29.1 p/s,0 p/s,0 p/s,8.11 kp/s,3.85 kp/s,4.33 kp/s,0 p/s,0 p/s,6.70 kp/s,1.56 kp/s,52.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.03 kp/s,0 p/s,0 p/s,6.89 kp/s,6.04 kp/s,6.76 kp/s,0 p/s,0 p/s,4.38 kp/s,4.23 kp/s,4.28 kp/s,0 p/s
2026-08-20 16:44:00,0 p/s,0 p/s,0 p/s,0 p/s,35 p/s,0 p/s,0 p/s,8.24 kp/s,3.90 kp/s,4.28 kp/s,0 p/s,0 p/s,6.57 kp/s,1.58 kp/s,44 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.16 kp/s,0 p/s,0 p/s,6.89 kp/s,6.23 kp/s,6.98 kp/s,0 p/s,0 p/s,4.42 kp/s,4.32 kp/s,4.37 kp/s,0 p/s
2026-08-20 16:44:20,0 p/s,0 p/s,0 p/s,0 p/s,28.3 p/s,0 p/s,0 p/s,7.22 kp/s,3.42 kp/s,3.80 kp/s,0 p/s,0 p/s,5.80 kp/s,1.37 kp/s,47.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.48 kp/s,0 p/s,0 p/s,6.28 kp/s,5.60 kp/s,6.42 kp/s,0 p/s,0 p/s,3.96 kp/s,4.06 kp/s,4.00 kp/s,0 p/s
2026-08-20 16:44:40,0 p/s,0 p/s,0 p/s,0 p/s,26.2 p/s,0 p/s,0 p/s,6.72 kp/s,3.23 kp/s,3.51 kp/s,0 p/s,0 p/s,5.42 kp/s,1.29 kp/s,41.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.24 kp/s,0 p/s,0 p/s,6.10 kp/s,5.31 kp/s,6.19 kp/s,0 p/s,0 p/s,3.83 kp/s,3.84 kp/s,3.83 kp/s,0 p/s
2026-08-20 16:45:00,0 p/s,0 p/s,0 p/s,0 p/s,26.1 p/s,0 p/s,0 p/s,6.73 kp/s,3.23 kp/s,3.51 kp/s,0 p/s,0 p/s,5.44 kp/s,1.29 kp/s,42 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.12 kp/s,0 p/s,0 p/s,5.98 kp/s,5.17 kp/s,6.06 kp/s,0 p/s,0 p/s,3.75 kp/s,3.74 kp/s,3.74 kp/s,0 p/s
2026-08-20 16:45:20,0 p/s,0 p/s,0 p/s,0 p/s,30.2 p/s,0 p/s,0 p/s,8.62 kp/s,4.21 kp/s,4.47 kp/s,0 p/s,0 p/s,7.10 kp/s,1.65 kp/s,55.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.51 kp/s,0 p/s,0 p/s,7.95 kp/s,6.50 kp/s,7.80 kp/s,0 p/s,0 p/s,4.94 kp/s,4.75 kp/s,4.77 kp/s,0 p/s
2026-08-20 16:45:40,0 p/s,0 p/s,0 p/s,0 p/s,33.6 p/s,0 p/s,0 p/s,8.20 kp/s,3.95 kp/s,4.22 kp/s,0 p/s,0 p/s,6.61 kp/s,1.57 kp/s,45.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.16 kp/s,0 p/s,0 p/s,7.01 kp/s,6.24 kp/s,7.12 kp/s,0 p/s,0 p/s,4.43 kp/s,4.33 kp/s,4.41 kp/s,0 p/s
2026-08-20 16:46:00,0 p/s,0 p/s,0 p/s,0 p/s,34.3 p/s,0 p/s,0 p/s,8.52 kp/s,4.14 kp/s,4.39 kp/s,0 p/s,0 p/s,6.72 kp/s,1.63 kp/s,55.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.37 kp/s,0 p/s,0 p/s,7.32 kp/s,6.53 kp/s,7.60 kp/s,0 p/s,0 p/s,4.65 kp/s,4.82 kp/s,4.75 kp/s,0 p/s
2026-08-20 16:46:20,0 p/s,0 p/s,0 p/s,0 p/s,28.3 p/s,0 p/s,0 p/s,7.48 kp/s,3.66 kp/s,3.82 kp/s,0 p/s,0 p/s,6.04 kp/s,1.43 kp/s,48 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.54 kp/s,0 p/s,0 p/s,6.51 kp/s,5.60 kp/s,6.60 kp/s,0 p/s,0 p/s,4.08 kp/s,4.06 kp/s,4.06 kp/s,0 p/s
2026-08-20 16:46:40,0 p/s,0 p/s,0 p/s,0 p/s,25.2 p/s,0 p/s,0 p/s,6.28 kp/s,2.98 kp/s,3.32 kp/s,0 p/s,0 p/s,5.08 kp/s,1.21 kp/s,38.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,4.96 kp/s,0 p/s,0 p/s,5.54 kp/s,5.02 kp/s,5.62 kp/s,0 p/s,0 p/s,3.55 kp/s,3.55 kp/s,3.54 kp/s,0 p/s
2026-08-20 16:47:00,0 p/s,0 p/s,0 p/s,0 p/s,26.9 p/s,0 p/s,0 p/s,7.21 kp/s,3.51 kp/s,3.72 kp/s,0 p/s,0 p/s,5.88 kp/s,1.38 kp/s,44.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.61 kp/s,0 p/s,0 p/s,6.40 kp/s,5.65 kp/s,6.51 kp/s,0 p/s,0 p/s,4.07 kp/s,4.03 kp/s,4.03 kp/s,0 p/s
2026-08-20 16:47:20,0 p/s,0 p/s,0 p/s,0 p/s,33.9 p/s,0 p/s,0 p/s,7.81 kp/s,3.77 kp/s,4.08 kp/s,0 p/s,0 p/s,6.29 kp/s,1.49 kp/s,43.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.12 kp/s,0 p/s,0 p/s,6.93 kp/s,6.14 kp/s,7.04 kp/s,0 p/s,0 p/s,4.41 kp/s,4.33 kp/s,4.40 kp/s,0 p/s
2026-08-20 16:47:40,0 p/s,0 p/s,0 p/s,0 p/s,31.7 p/s,0 p/s,0 p/s,8.10 kp/s,3.89 kp/s,4.20 kp/s,0 p/s,0 p/s,6.45 kp/s,1.55 kp/s,54.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.06 kp/s,0 p/s,0 p/s,6.99 kp/s,6.21 kp/s,7.22 kp/s,0 p/s,0 p/s,4.39 kp/s,4.56 kp/s,4.48 kp/s,0 p/s
2026-08-20 16:48:00,0 p/s,0 p/s,0 p/s,0 p/s,26.1 p/s,0 p/s,0 p/s,6.60 kp/s,3.15 kp/s,3.44 kp/s,0 p/s,0 p/s,5.31 kp/s,1.27 kp/s,41.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.17 kp/s,0 p/s,0 p/s,5.85 kp/s,5.28 kp/s,5.97 kp/s,0 p/s,0 p/s,3.71 kp/s,3.78 kp/s,3.74 kp/s,0 p/s
2026-08-20 16:48:20,0 p/s,0 p/s,0 p/s,0 p/s,26 p/s,0 p/s,0 p/s,6.61 kp/s,3.16 kp/s,3.46 kp/s,0 p/s,0 p/s,5.33 kp/s,1.26 kp/s,40.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.15 kp/s,0 p/s,0 p/s,6.07 kp/s,5.21 kp/s,6.14 kp/s,0 p/s,0 p/s,3.79 kp/s,3.78 kp/s,3.78 kp/s,0 p/s
2026-08-20 16:48:40,0 p/s,0 p/s,0 p/s,0 p/s,26.9 p/s,0 p/s,0 p/s,7.03 kp/s,3.39 kp/s,3.67 kp/s,0 p/s,0 p/s,5.70 kp/s,1.35 kp/s,44.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.40 kp/s,0 p/s,0 p/s,6.15 kp/s,5.44 kp/s,6.21 kp/s,0 p/s,0 p/s,3.91 kp/s,3.88 kp/s,3.89 kp/s,0 p/s
2026-08-20 16:49:00,0 p/s,0 p/s,0 p/s,0 p/s,29.1 p/s,0 p/s,0 p/s,8.57 kp/s,4.15 kp/s,4.41 kp/s,0 p/s,0 p/s,7.02 kp/s,1.64 kp/s,53.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.19 kp/s,0 p/s,0 p/s,7.56 kp/s,6.22 kp/s,7.47 kp/s,0 p/s,0 p/s,4.71 kp/s,4.52 kp/s,4.55 kp/s,0 p/s
2026-08-20 16:49:20,0 p/s,0 p/s,0 p/s,0 p/s,32 p/s,0 p/s,0 p/s,7.76 kp/s,3.76 kp/s,4.05 kp/s,0 p/s,0 p/s,6.20 kp/s,1.48 kp/s,48.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.86 kp/s,0 p/s,0 p/s,6.74 kp/s,5.93 kp/s,6.89 kp/s,0 p/s,0 p/s,4.30 kp/s,4.29 kp/s,4.31 kp/s,0 p/s
2026-08-20 16:49:40,0 p/s,0 p/s,0 p/s,0 p/s,29.5 p/s,0 p/s,0 p/s,7.53 kp/s,3.59 kp/s,3.93 kp/s,0 p/s,0 p/s,6.02 kp/s,1.44 kp/s,49.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.66 kp/s,0 p/s,0 p/s,6.78 kp/s,5.85 kp/s,6.97 kp/s,0 p/s,0 p/s,4.18 kp/s,4.36 kp/s,4.24 kp/s,0 p/s
2026-08-20 16:50:00,0 p/s,0 p/s,0 p/s,0 p/s,27.4 p/s,0 p/s,0 p/s,6.95 kp/s,3.33 kp/s,3.63 kp/s,0 p/s,0 p/s,5.61 kp/s,1.33 kp/s,44.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.05 kp/s,0 p/s,0 p/s,6.21 kp/s,5.11 kp/s,6.30 kp/s,0 p/s,0 p/s,3.79 kp/s,3.82 kp/s,3.80 kp/s,0 p/s
2026-08-20 16:50:20,0 p/s,0 p/s,0 p/s,0 p/s,25.7 p/s,0 p/s,0 p/s,6.56 kp/s,3.10 kp/s,3.48 kp/s,0 p/s,0 p/s,5.32 kp/s,1.26 kp/s,39.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.04 kp/s,0 p/s,0 p/s,5.55 kp/s,5.11 kp/s,5.58 kp/s,0 p/s,0 p/s,3.58 kp/s,3.54 kp/s,3.55 kp/s,0 p/s
2026-08-20 16:50:40,0 p/s,0 p/s,0 p/s,0 p/s,26.5 p/s,0 p/s,0 p/s,7.00 kp/s,3.34 kp/s,3.74 kp/s,0 p/s,0 p/s,5.75 kp/s,1.35 kp/s,43.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.38 kp/s,0 p/s,0 p/s,6.21 kp/s,5.36 kp/s,6.18 kp/s,0 p/s,0 p/s,3.91 kp/s,3.84 kp/s,3.86 kp/s,0 p/s
2026-08-20 16:51:00,0 p/s,0 p/s,0 p/s,0 p/s,31.1 p/s,0 p/s,0 p/s,8.17 kp/s,3.90 kp/s,4.22 kp/s,0 p/s,0 p/s,6.59 kp/s,1.56 kp/s,44.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.11 kp/s,0 p/s,0 p/s,7.24 kp/s,6.18 kp/s,7.25 kp/s,0 p/s,0 p/s,4.54 kp/s,4.37 kp/s,4.44 kp/s,0 p/s
2026-08-20 16:51:20,0 p/s,0 p/s,0 p/s,0 p/s,32.2 p/s,0 p/s,0 p/s,8.12 kp/s,3.86 kp/s,4.23 kp/s,0 p/s,0 p/s,6.46 kp/s,1.56 kp/s,53.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.83 kp/s,0 p/s,0 p/s,7.13 kp/s,6.01 kp/s,7.33 kp/s,0 p/s,0 p/s,4.36 kp/s,4.53 kp/s,4.44 kp/s,0 p/s
2026-08-20 16:51:40,0 p/s,0 p/s,0 p/s,0 p/s,27.3 p/s,0 p/s,0 p/s,6.99 kp/s,3.36 kp/s,3.63 kp/s,0 p/s,0 p/s,5.63 kp/s,1.34 kp/s,45.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.30 kp/s,0 p/s,0 p/s,6.34 kp/s,5.41 kp/s,6.47 kp/s,0 p/s,0 p/s,3.92 kp/s,3.99 kp/s,3.95 kp/s,0 p/s
2026-08-20 16:52:00,0 p/s,0 p/s,0 p/s,0 p/s,26.3 p/s,0 p/s,0 p/s,6.67 kp/s,3.18 kp/s,3.49 kp/s,0 p/s,0 p/s,5.39 kp/s,1.28 kp/s,41.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.16 kp/s,0 p/s,0 p/s,5.84 kp/s,5.22 kp/s,5.91 kp/s,0 p/s,0 p/s,3.72 kp/s,3.71 kp/s,3.71 kp/s,0 p/s
2026-08-20 16:52:20,0 p/s,0 p/s,0 p/s,0 p/s,26 p/s,0 p/s,0 p/s,6.78 kp/s,3.25 kp/s,3.56 kp/s,0 p/s,0 p/s,5.53 kp/s,1.30 kp/s,40.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.07 kp/s,0 p/s,0 p/s,5.90 kp/s,5.11 kp/s,6.02 kp/s,0 p/s,0 p/s,3.72 kp/s,3.68 kp/s,3.68 kp/s,0 p/s
2026-08-20 16:52:40,0 p/s,0 p/s,0 p/s,0 p/s,27.9 p/s,0 p/s,0 p/s,8.07 kp/s,3.88 kp/s,4.22 kp/s,0 p/s,0 p/s,6.64 kp/s,1.54 kp/s,51.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.17 kp/s,0 p/s,0 p/s,7.70 kp/s,6.22 kp/s,7.55 kp/s,0 p/s,0 p/s,4.74 kp/s,4.55 kp/s,4.58 kp/s,0 p/s
2026-08-20 16:53:00,0 p/s,0 p/s,0 p/s,0 p/s,33.5 p/s,0 p/s,0 p/s,8.20 kp/s,4.01 kp/s,4.17 kp/s,0 p/s,0 p/s,6.63 kp/s,1.58 kp/s,45.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,6.26 kp/s,0 p/s,0 p/s,7.37 kp/s,6.30 kp/s,7.46 kp/s,0 p/s,0 p/s,4.59 kp/s,4.48 kp/s,4.57 kp/s,0 p/s
2026-08-20 16:53:20,0 p/s,0 p/s,0 p/s,0 p/s,27.2 p/s,0 p/s,0 p/s,7.14 kp/s,3.53 kp/s,3.62 kp/s,0 p/s,0 p/s,5.76 kp/s,1.36 kp/s,47.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.55 kp/s,0 p/s,0 p/s,6.52 kp/s,5.65 kp/s,6.63 kp/s,0 p/s,0 p/s,4.08 kp/s,4.11 kp/s,4.08 kp/s,0 p/s
2026-08-20 16:53:40,0 p/s,0 p/s,0 p/s,0 p/s,25.6 p/s,0 p/s,0 p/s,6.49 kp/s,3.12 kp/s,3.39 kp/s,0 p/s,0 p/s,5.25 kp/s,1.24 kp/s,40.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,4.86 kp/s,0 p/s,0 p/s,5.71 kp/s,4.93 kp/s,5.79 kp/s,0 p/s,0 p/s,3.58 kp/s,3.57 kp/s,3.57 kp/s,0 p/s
2026-08-20 16:54:00,0 p/s,0 p/s,0 p/s,0 p/s,28.4 p/s,0 p/s,0 p/s,7.31 kp/s,3.54 kp/s,3.79 kp/s,0 p/s,0 p/s,5.90 kp/s,1.40 kp/s,45.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,5.36 kp/s,0 p/s,0 p/s,6.38 kp/s,5.41 kp/s,6.46 kp/s,0 p/s,0 p/s,3.97 kp/s,3.95 kp/s,3.96 kp/s,0 p/s
