"Time","upf=upf-1:loc=1:dnn=1:dscp0","upf=upf-2:loc=1:dnn=1:dscp0","upf=upf-3:loc=1:dnn=1:dscp0","upf=upf-4:loc=1:dnn=1:dscp0","upf=upf-1:loc=2:dnn=1:dscp0","upf=upf-2:loc=2:dnn=1:dscp0","upf=upf-3:loc=2:dnn=1:dscp0","upf=upf-4:loc=2:dnn=1:dscp0","upf=upf-1:loc=3:dnn=1:dscp0","upf=upf-2:loc=3:dnn=1:dscp0","upf=upf-3:loc=3:dnn=1:dscp0","upf=upf-4:loc=3:dnn=1:dscp0","upf=upf-1:loc=4:dnn=1:dscp0","upf=upf-2:loc=4:dnn=1:dscp0","upf=upf-3:loc=4:dnn=1:dscp0","upf=upf-4:loc=4:dnn=1:dscp0","upf=upf-1:loc=1:dnn=2:dscp0","upf=upf-2:loc=1:dnn=2:dscp0","upf=upf-3:loc=1:dnn=2:dscp0","upf=upf-4:loc=1:dnn=2:dscp0","upf=upf-1:loc=2:dnn=2:dscp0","upf=upf-2:loc=2:dnn=2:dscp0","upf=upf-3:loc=2:dnn=2:dscp0","upf=upf-4:loc=2:dnn=2:dscp0","upf=upf-1:loc=3:dnn=2:dscp0","upf=upf-2:loc=3:dnn=2:dscp0","upf=upf-3:loc=3:dnn=2:dscp0","upf=upf-4:loc=3:dnn=2:dscp0","upf=upf-1:loc=4:dnn=2:dscp0","upf=upf-2:loc=4:dnn=2:dscp0","upf=upf-3:loc=4:dnn=2:dscp0","upf=upf-4:loc=4:dnn=2:dscp0"
2026-08-20 16:36:40,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.6 kp/s,11.4 kp/s,7.36 kp/s,0 p/s,0 p/s,14.8 kp/s,3.84 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.0 kp/s,0 p/s,0 p/s,30.0 kp/s,534 p/s,549 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:37:00,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.6 kp/s,11.4 kp/s,7.36 kp/s,0 p/s,0 p/s,14.8 kp/s,3.84 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,4.72 kp/s,4.75 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:37:20,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.7 kp/s,11.4 kp/s,7.36 kp/s,0 p/s,0 p/s,14.8 kp/s,3.84 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,13.8 kp/s,13.8 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:37:40,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.7 kp/s,11.4 kp/s,7.37 kp/s,0 p/s,0 p/s,14.8 kp/s,3.84 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,18.3 kp/s,18.3 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:38:00,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.7 kp/s,11.4 kp/s,7.37 kp/s,0 p/s,0 p/s,14.8 kp/s,3.84 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,22.8 kp/s,22.8 kp/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-08-20 16:38:20,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.4 kp/s,11.3 kp/s,7.34 kp/s,0 p/s,0 p/s,13.5 kp/s,3.66 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.0 kp/s,0 p/s,0 p/s,30.1 kp/s,30.0 kp/s,30.0 kp/s,0 p/s,0 p/s,314 p/s,328 p/s,321 p/s,0 p/s
2026-08-20 16:38:40,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.5 kp/s,11.4 kp/s,7.37 kp/s,0 p/s,0 p/s,11.4 kp/s,3.64 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,30.1 kp/s,30.1 kp/s,0 p/s,0 p/s,2.82 kp/s,2.86 kp/s,2.84 kp/s,0 p/s
2026-08-20 16:39:00,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.4 kp/s,11.4 kp/s,7.36 kp/s,0 p/s,0 p/s,9.56 kp/s,3.61 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,30.1 kp/s,30.1 kp/s,0 p/s,0 p/s,6.25 kp/s,6.29 kp/s,6.27 kp/s,0 p/s
2026-08-20 16:39:20,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.4 kp/s,11.4 kp/s,7.35 kp/s,0 p/s,0 p/s,9.24 kp/s,3.61 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,30.1 kp/s,30.1 kp/s,0 p/s,0 p/s,12.3 kp/s,12.3 kp/s,12.3 kp/s,0 p/s
2026-08-20 16:39:40,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.5 kp/s,11.4 kp/s,7.36 kp/s,0 p/s,0 p/s,9.24 kp/s,3.61 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,30.1 kp/s,30.1 kp/s,0 p/s,0 p/s,15.3 kp/s,15.3 kp/s,15.3 kp/s,0 p/s
2026-08-20 16:40:00,0 p/s,0 p/s,0 p/s,0 p/s,112 p/s,0 p/s,0 p/s,18.4 kp/s,11.4 kp/s,7.36 kp/s,0 p/s,0 p/s,9.24 kp/s,3.61 kp/s,112 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,30.1 kp/s,0 p/s,0 p/s,30.1 kp/s,30.1 kp/s,30.1 kp/s,0 p/s,0 p/s,18.3 kp/s,18.3 kp/s,18.3 kp/s,0 p/s
2026-08-20 16:40:20,0 p/s,0 p/s,0 p/s,0 p/s,79.6 p/s,0 p/s,0 p/s,14.0 kp/s,8.69 kp/s,5.49 kp/s,0 p/s,0 p/s,7.03 kp/s,2.70 kp/s,89.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,19.1 kp/s,0 p/s,0 p/s,18.9 kp/s,23.0 kp/s,22.7 kp/s,0 p/s,0 p/s,15.3 kp/s,15.3 kp/s,15.2 kp/s,0 p/s
2026-08-20 16:40:40,0 p/s,0 p/s,0 p/s,0 p/s,61.9 p/s,0 p/s,0 p/s,11.6 kp/s,7.31 kp/s,4.50 kp/s,0 p/s,0 p/s,5.88 kp/s,2.23 kp/s,74.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,11.4 kp/s,0 p/s,0 p/s,11.9 kp/s,16.7 kp/s,17.4 kp/s,0 p/s,0 p/s,11.4 kp/s,11.4 kp/s,11.4 kp/s,0 p/s
2026-08-20 16:41:00,0 p/s,0 p/s,0 p/s,0 p/s,57.1 p/s,0 p/s,0 p/s,9.89 kp/s,6.20 kp/s,3.90 kp/s,0 p/s,0 p/s,5.01 kp/s,1.92 kp/s,58.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,7.38 kp/s,0 p/s,0 p/s,7.51 kp/s,13.9 kp/s,14.2 kp/s,0 p/s,0 p/s,9.40 kp/s,9.27 kp/s,9.36 kp/s,0 p/s
2026-08-20 16:41:20,0 p/s,0 p/s,0 p/s,0 p/s,50.3 p/s,0 p/s,0 p/s,7.98 kp/s,4.97 kp/s,3.11 kp/s,0 p/s,0 p/s,3.99 kp/s,1.57 kp/s,49.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,2.61 kp/s,0 p/s,0 p/s,2.55 kp/s,10.9 kp/s,10.8 kp/s,0 p/s,0 p/s,7.23 kp/s,7.23 kp/s,7.21 kp/s,0 p/s
2026-08-20 16:41:40,0 p/s,0 p/s,0 p/s,0 p/s,48.3 p/s,0 p/s,0 p/s,8.41 kp/s,5.32 kp/s,3.23 kp/s,0 p/s,0 p/s,4.30 kp/s,1.66 kp/s,50.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.13 kp/s,0 p/s,0 p/s,1.16 kp/s,10.1 kp/s,10.3 kp/s,0 p/s,0 p/s,6.83 kp/s,6.77 kp/s,6.78 kp/s,0 p/s
2026-08-20 16:42:00,0 p/s,0 p/s,0 p/s,0 p/s,66.7 p/s,0 p/s,0 p/s,12.3 kp/s,7.63 kp/s,4.82 kp/s,0 p/s,0 p/s,6.19 kp/s,2.41 kp/s,77.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.28 kp/s,0 p/s,0 p/s,1.46 kp/s,13.0 kp/s,14.5 kp/s,0 p/s,0 p/s,9.46 kp/s,9.07 kp/s,9.13 kp/s,0 p/s
2026-08-20 16:42:20,0 p/s,0 p/s,0 p/s,0 p/s,63.9 p/s,0 p/s,0 p/s,10.9 kp/s,6.89 kp/s,4.04 kp/s,0 p/s,0 p/s,5.38 kp/s,2.13 kp/s,76.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.23 kp/s,0 p/s,0 p/s,1.45 kp/s,12.4 kp/s,14.8 kp/s,0 p/s,0 p/s,8.91 kp/s,9.23 kp/s,9.04 kp/s,0 p/s
2026-08-20 16:42:40,0 p/s,0 p/s,0 p/s,0 p/s,57.3 p/s,0 p/s,0 p/s,9.46 kp/s,5.82 kp/s,3.74 kp/s,0 p/s,0 p/s,4.71 kp/s,1.84 kp/s,59.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.07 kp/s,0 p/s,0 p/s,1.24 kp/s,10.7 kp/s,12.4 kp/s,0 p/s,0 p/s,7.64 kp/s,7.79 kp/s,7.70 kp/s,0 p/s
2026-08-20 16:43:00,0 p/s,0 p/s,0 p/s,0 p/s,54.4 p/s,0 p/s,0 p/s,9.07 kp/s,5.68 kp/s,3.50 kp/s,0 p/s,0 p/s,4.55 kp/s,1.77 kp/s,57.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.02 kp/s,0 p/s,0 p/s,1.19 kp/s,10.3 kp/s,12.0 kp/s,0 p/s,0 p/s,7.45 kp/s,7.42 kp/s,7.44 kp/s,0 p/s
2026-08-20 16:43:20,0 p/s,0 p/s,0 p/s,0 p/s,52.8 p/s,0 p/s,0 p/s,9.27 kp/s,5.90 kp/s,3.53 kp/s,0 p/s,0 p/s,4.71 kp/s,1.82 kp/s,56.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.05 kp/s,0 p/s,0 p/s,1.26 kp/s,10.5 kp/s,12.6 kp/s,0 p/s,0 p/s,7.72 kp/s,7.64 kp/s,7.65 kp/s,0 p/s
2026-08-20 16:43:40,0 p/s,0 p/s,0 p/s,0 p/s,58.1 p/s,0 p/s,0 p/s,10.7 kp/s,6.68 kp/s,4.24 kp/s,0 p/s,0 p/s,5.48 kp/s,2.09 kp/s,70.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.20 kp/s,0 p/s,0 p/s,1.38 kp/s,12.1 kp/s,13.5 kp/s,0 p/s,0 p/s,8.76 kp/s,8.46 kp/s,8.57 kp/s,0 p/s
2026-08-20 16:44:00,0 p/s,0 p/s,0 p/s,0 p/s,70 p/s,0 p/s,0 p/s,10.9 kp/s,6.81 kp/s,4.17 kp/s,0 p/s,0 p/s,5.44 kp/s,2.09 kp/s,59.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.23 kp/s,0 p/s,0 p/s,1.38 kp/s,12.5 kp/s,14.0 kp/s,0 p/s,0 p/s,8.83 kp/s,8.65 kp/s,8.74 kp/s,0 p/s
2026-08-20 16:44:20,0 p/s,0 p/s,0 p/s,0 p/s,56.5 p/s,0 p/s,0 p/s,9.58 kp/s,5.94 kp/s,3.72 kp/s,0 p/s,0 p/s,4.79 kp/s,1.86 kp/s,66.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.12 kp/s,0 p/s,0 p/s,1.28 kp/s,11.2 kp/s,12.8 kp/s,0 p/s,0 p/s,7.91 kp/s,8.11 kp/s,7.99 kp/s,0 p/s
2026-08-20 16:44:40,0 p/s,0 p/s,0 p/s,0 p/s,52.4 p/s,0 p/s,0 p/s,8.91 kp/s,5.62 kp/s,3.39 kp/s,0 p/s,0 p/s,4.46 kp/s,1.74 kp/s,57.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.06 kp/s,0 p/s,0 p/s,1.23 kp/s,10.6 kp/s,12.4 kp/s,0 p/s,0 p/s,7.67 kp/s,7.68 kp/s,7.66 kp/s,0 p/s
2026-08-20 16:45:00,0 p/s,0 p/s,0 p/s,0 p/s,52.3 p/s,0 p/s,0 p/s,8.90 kp/s,5.63 kp/s,3.40 kp/s,0 p/s,0 p/s,4.47 kp/s,1.73 kp/s,56.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.03 kp/s,0 p/s,0 p/s,1.21 kp/s,10.3 kp/s,12.1 kp/s,0 p/s,0 p/s,7.50 kp/s,7.48 kp/s,7.48 kp/s,0 p/s
2026-08-20 16:45:20,0 p/s,0 p/s,0 p/s,0 p/s,60.4 p/s,0 p/s,0 p/s,11.4 kp/s,7.33 kp/s,4.25 kp/s,0 p/s,0 p/s,5.79 kp/s,2.22 kp/s,77.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.30 kp/s,0 p/s,0 p/s,1.59 kp/s,13.0 kp/s,15.6 kp/s,0 p/s,0 p/s,9.87 kp/s,9.49 kp/s,9.54 kp/s,0 p/s
2026-08-20 16:45:40,0 p/s,0 p/s,0 p/s,0 p/s,67.2 p/s,0 p/s,0 p/s,10.8 kp/s,6.91 kp/s,4.04 kp/s,0 p/s,0 p/s,5.49 kp/s,2.06 kp/s,61.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.23 kp/s,0 p/s,0 p/s,1.41 kp/s,12.5 kp/s,14.2 kp/s,0 p/s,0 p/s,8.87 kp/s,8.66 kp/s,8.82 kp/s,0 p/s
2026-08-20 16:46:00,0 p/s,0 p/s,0 p/s,0 p/s,68.7 p/s,0 p/s,0 p/s,11.4 kp/s,7.25 kp/s,4.21 kp/s,0 p/s,0 p/s,5.50 kp/s,2.21 kp/s,72.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.28 kp/s,0 p/s,0 p/s,1.49 kp/s,13.1 kp/s,15.2 kp/s,0 p/s,0 p/s,9.30 kp/s,9.64 kp/s,9.50 kp/s,0 p/s
2026-08-20 16:46:20,0 p/s,0 p/s,0 p/s,0 p/s,56.7 p/s,0 p/s,0 p/s,9.89 kp/s,6.41 kp/s,3.60 kp/s,0 p/s,0 p/s,4.97 kp/s,1.91 kp/s,65.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.11 kp/s,0 p/s,0 p/s,1.31 kp/s,11.2 kp/s,13.2 kp/s,0 p/s,0 p/s,8.16 kp/s,8.12 kp/s,8.12 kp/s,0 p/s
2026-08-20 16:46:40,0 p/s,0 p/s,0 p/s,0 p/s,50.4 p/s,0 p/s,0 p/s,8.31 kp/s,5.17 kp/s,3.25 kp/s,0 p/s,0 p/s,4.18 kp/s,1.62 kp/s,51.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,998 p/s,0 p/s,0 p/s,1.12 kp/s,10.0 kp/s,11.2 kp/s,0 p/s,0 p/s,7.10 kp/s,7.09 kp/s,7.09 kp/s,0 p/s
2026-08-20 16:47:00,0 p/s,0 p/s,0 p/s,0 p/s,53.7 p/s,0 p/s,0 p/s,9.54 kp/s,6.11 kp/s,3.56 kp/s,0 p/s,0 p/s,4.84 kp/s,1.87 kp/s,60.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.13 kp/s,0 p/s,0 p/s,1.30 kp/s,11.3 kp/s,13.0 kp/s,0 p/s,0 p/s,8.13 kp/s,8.05 kp/s,8.06 kp/s,0 p/s
2026-08-20 16:47:20,0 p/s,0 p/s,0 p/s,0 p/s,67.9 p/s,0 p/s,0 p/s,10.3 kp/s,6.59 kp/s,3.97 kp/s,0 p/s,0 p/s,5.17 kp/s,1.98 kp/s,58.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.22 kp/s,0 p/s,0 p/s,1.42 kp/s,12.3 kp/s,14.1 kp/s,0 p/s,0 p/s,8.83 kp/s,8.67 kp/s,8.80 kp/s,0 p/s
2026-08-20 16:47:40,0 p/s,0 p/s,0 p/s,0 p/s,63.3 p/s,0 p/s,0 p/s,10.8 kp/s,6.78 kp/s,4.04 kp/s,0 p/s,0 p/s,5.32 kp/s,2.10 kp/s,73.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.23 kp/s,0 p/s,0 p/s,1.41 kp/s,12.4 kp/s,14.4 kp/s,0 p/s,0 p/s,8.77 kp/s,9.11 kp/s,8.97 kp/s,0 p/s
2026-08-20 16:48:00,0 p/s,0 p/s,0 p/s,0 p/s,52.3 p/s,0 p/s,0 p/s,8.75 kp/s,5.49 kp/s,3.34 kp/s,0 p/s,0 p/s,4.37 kp/s,1.71 kp/s,56.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.05 kp/s,0 p/s,0 p/s,1.18 kp/s,10.6 kp/s,11.9 kp/s,0 p/s,0 p/s,7.42 kp/s,7.56 kp/s,7.48 kp/s,0 p/s
2026-08-20 16:48:20,0 p/s,0 p/s,0 p/s,0 p/s,52 p/s,0 p/s,0 p/s,8.74 kp/s,5.50 kp/s,3.37 kp/s,0 p/s,0 p/s,4.39 kp/s,1.70 kp/s,54.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.04 kp/s,0 p/s,0 p/s,1.23 kp/s,10.4 kp/s,12.3 kp/s,0 p/s,0 p/s,7.58 kp/s,7.56 kp/s,7.55 kp/s,0 p/s
2026-08-20 16:48:40,0 p/s,0 p/s,0 p/s,0 p/s,53.7 p/s,0 p/s,0 p/s,9.29 kp/s,5.90 kp/s,3.53 kp/s,0 p/s,0 p/s,4.69 kp/s,1.81 kp/s,60.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.09 kp/s,0 p/s,0 p/s,1.25 kp/s,10.9 kp/s,12.4 kp/s,0 p/s,0 p/s,7.83 kp/s,7.76 kp/s,7.78 kp/s,0 p/s
2026-08-20 16:49:00,0 p/s,0 p/s,0 p/s,0 p/s,58.1 p/s,0 p/s,0 p/s,11.3 kp/s,7.21 kp/s,4.18 kp/s,0 p/s,0 p/s,5.75 kp/s,2.21 kp/s,74 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.24 kp/s,0 p/s,0 p/s,1.52 kp/s,12.4 kp/s,14.9 kp/s,0 p/s,0 p/s,9.42 kp/s,9.03 kp/s,9.10 kp/s,0 p/s
2026-08-20 16:49:20,0 p/s,0 p/s,0 p/s,0 p/s,64 p/s,0 p/s,0 p/s,10.3 kp/s,6.57 kp/s,3.91 kp/s,0 p/s,0 p/s,5.08 kp/s,1.99 kp/s,59.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.17 kp/s,0 p/s,0 p/s,1.37 kp/s,11.9 kp/s,13.8 kp/s,0 p/s,0 p/s,8.60 kp/s,8.58 kp/s,8.61 kp/s,0 p/s
2026-08-20 16:49:40,0 p/s,0 p/s,0 p/s,0 p/s,59.1 p/s,0 p/s,0 p/s,9.99 kp/s,6.25 kp/s,3.82 kp/s,0 p/s,0 p/s,4.96 kp/s,1.95 kp/s,71.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.16 kp/s,0 p/s,0 p/s,1.37 kp/s,11.7 kp/s,13.9 kp/s,0 p/s,0 p/s,8.35 kp/s,8.71 kp/s,8.48 kp/s,0 p/s
2026-08-20 16:50:00,0 p/s,0 p/s,0 p/s,0 p/s,54.8 p/s,0 p/s,0 p/s,9.21 kp/s,5.80 kp/s,3.51 kp/s,0 p/s,0 p/s,4.62 kp/s,1.79 kp/s,59.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.02 kp/s,0 p/s,0 p/s,1.25 kp/s,10.2 kp/s,12.6 kp/s,0 p/s,0 p/s,7.59 kp/s,7.64 kp/s,7.60 kp/s,0 p/s
2026-08-20 16:50:20,0 p/s,0 p/s,0 p/s,0 p/s,51.3 p/s,0 p/s,0 p/s,8.69 kp/s,5.38 kp/s,3.42 kp/s,0 p/s,0 p/s,4.37 kp/s,1.70 kp/s,52.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.01 kp/s,0 p/s,0 p/s,1.12 kp/s,10.2 kp/s,11.2 kp/s,0 p/s,0 p/s,7.16 kp/s,7.08 kp/s,7.09 kp/s,0 p/s
2026-08-20 16:50:40,0 p/s,0 p/s,0 p/s,0 p/s,52.9 p/s,0 p/s,0 p/s,9.22 kp/s,5.76 kp/s,3.64 kp/s,0 p/s,0 p/s,4.76 kp/s,1.83 kp/s,57.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.09 kp/s,0 p/s,0 p/s,1.26 kp/s,10.7 kp/s,12.4 kp/s,0 p/s,0 p/s,7.81 kp/s,7.67 kp/s,7.72 kp/s,0 p/s
2026-08-20 16:51:00,0 p/s,0 p/s,0 p/s,0 p/s,62.3 p/s,0 p/s,0 p/s,10.8 kp/s,6.82 kp/s,4.11 kp/s,0 p/s,0 p/s,5.38 kp/s,2.07 kp/s,62.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.19 kp/s,0 p/s,0 p/s,1.43 kp/s,12.4 kp/s,14.5 kp/s,0 p/s,0 p/s,9.09 kp/s,8.75 kp/s,8.88 kp/s,0 p/s
2026-08-20 16:51:20,0 p/s,0 p/s,0 p/s,0 p/s,64.4 p/s,0 p/s,0 p/s,10.8 kp/s,6.73 kp/s,4.12 kp/s,0 p/s,0 p/s,5.32 kp/s,2.11 kp/s,72.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.19 kp/s,0 p/s,0 p/s,1.44 kp/s,12.0 kp/s,14.7 kp/s,0 p/s,0 p/s,8.72 kp/s,9.05 kp/s,8.89 kp/s,0 p/s
2026-08-20 16:51:40,0 p/s,0 p/s,0 p/s,0 p/s,54.7 p/s,0 p/s,0 p/s,9.27 kp/s,5.85 kp/s,3.50 kp/s,0 p/s,0 p/s,4.64 kp/s,1.81 kp/s,63.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.08 kp/s,0 p/s,0 p/s,1.28 kp/s,10.8 kp/s,12.9 kp/s,0 p/s,0 p/s,7.84 kp/s,7.99 kp/s,7.89 kp/s,0 p/s
2026-08-20 16:52:00,0 p/s,0 p/s,0 p/s,0 p/s,52.7 p/s,0 p/s,0 p/s,8.84 kp/s,5.54 kp/s,3.39 kp/s,0 p/s,0 p/s,4.44 kp/s,1.72 kp/s,55.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.04 kp/s,0 p/s,0 p/s,1.18 kp/s,10.4 kp/s,11.8 kp/s,0 p/s,0 p/s,7.43 kp/s,7.42 kp/s,7.41 kp/s,0 p/s
2026-08-20 16:52:20,0 p/s,0 p/s,0 p/s,0 p/s,52 p/s,0 p/s,0 p/s,8.96 kp/s,5.63 kp/s,3.46 kp/s,0 p/s,0 p/s,4.55 kp/s,1.76 kp/s,54.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.03 kp/s,0 p/s,0 p/s,1.20 kp/s,10.2 kp/s,12.0 kp/s,0 p/s,0 p/s,7.43 kp/s,7.36 kp/s,7.37 kp/s,0 p/s
2026-08-20 16:52:40,0 p/s,0 p/s,0 p/s,0 p/s,55.7 p/s,0 p/s,0 p/s,10.6 kp/s,6.75 kp/s,4.04 kp/s,0 p/s,0 p/s,5.43 kp/s,2.07 kp/s,71.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.23 kp/s,0 p/s,0 p/s,1.54 kp/s,12.4 kp/s,15.1 kp/s,0 p/s,0 p/s,9.48 kp/s,9.09 kp/s,9.17 kp/s,0 p/s
2026-08-20 16:53:00,0 p/s,0 p/s,0 p/s,0 p/s,66.9 p/s,0 p/s,0 p/s,10.8 kp/s,7.03 kp/s,3.97 kp/s,0 p/s,0 p/s,5.51 kp/s,2.08 kp/s,62.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.24 kp/s,0 p/s,0 p/s,1.48 kp/s,12.6 kp/s,14.9 kp/s,0 p/s,0 p/s,9.18 kp/s,8.96 kp/s,9.14 kp/s,0 p/s
2026-08-20 16:53:20,0 p/s,0 p/s,0 p/s,0 p/s,54.4 p/s,0 p/s,0 p/s,9.45 kp/s,6.18 kp/s,3.38 kp/s,0 p/s,0 p/s,4.75 kp/s,1.83 kp/s,66.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.12 kp/s,0 p/s,0 p/s,1.32 kp/s,11.3 kp/s,13.3 kp/s,0 p/s,0 p/s,8.15 kp/s,8.21 kp/s,8.17 kp/s,0 p/s
2026-08-20 16:53:40,0 p/s,0 p/s,0 p/s,0 p/s,51.2 p/s,0 p/s,0 p/s,8.59 kp/s,5.44 kp/s,3.27 kp/s,0 p/s,0 p/s,4.33 kp/s,1.67 kp/s,54.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,977 p/s,0 p/s,0 p/s,1.15 kp/s,9.85 kp/s,11.6 kp/s,0 p/s,0 p/s,7.17 kp/s,7.14 kp/s,7.14 kp/s,0 p/s
2026-08-20 16:54:00,0 p/s,0 p/s,0 p/s,0 p/s,56.8 p/s,0 p/s,0 p/s,9.68 kp/s,6.17 kp/s,3.64 kp/s,0 p/s,0 p/s,4.86 kp/s,1.88 kp/s,62.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.07 kp/s,0 p/s,0 p/s,1.29 kp/s,10.8 kp/s,12.9 kp/s,0 p/s,0 p/s,7.94 kp/s,7.91 kp/s,7.91 kp/s,0 p/s
2026-08-20 16:54:20,0 p/s,0 p/s,0 p/s,0 p/s,62.9 p/s,0 p/s,0 p/s,11.7 kp/s,7.58 kp/s,4.29 kp/s,0 p/s,0 p/s,5.94 kp/s,2.27 kp/s,78.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,1.30 kp/s,0 p/s,0 p/s,1.59 kp/s,13.2 kp/s,15.9 kp/s,0 p/s,0 p/s,9.98 kp/s,9.58 kp/s,9.64 kp/s,0 p/s
