"UPF0","UPF0"
2026-08-20 17:40:15,0.0618
2026-08-20 17:40:30,0.0618
2026-08-20 17:40:45,0.0619
2026-08-20 17:41:00,0.0619
2026-08-20 17:41:15,0.0619
2026-08-20 17:41:30,0.0619
2026-08-20 17:41:45,0.0618
2026-08-20 17:42:00,0.0618
2026-08-20 17:42:15,0.0618
2026-08-20 17:42:30,0.0618
2026-08-20 17:42:45,0.0619
2026-08-20 17:43:00,0.0619
2026-08-20 17:43:15,0.0619
2026-08-20 17:43:30,0.0619
2026-08-20 17:43:45,0.0621
2026-08-20 17:44:00,0.0621
2026-08-20 17:44:15,0.0621
2026-08-20 17:44:30,0.0621
2026-08-20 17:44:45,0.0616
2026-08-20 17:45:00,0.0616
2026-08-20 17:45:15,0.0616
2026-08-20 17:45:30,0.0616
2026-08-20 17:45:45,0.0617
2026-08-20 17:46:00,0.0617
2026-08-20 17:46:15,0.0617
2026-08-20 17:46:30,0.0617
2026-08-20 17:46:45,0.0615
2026-08-20 17:47:00,0.0615
2026-08-20 17:47:15,0.0615
2026-08-20 17:47:30,0.0615
2026-08-20 17:47:45,0.0612
2026-08-20 17:48:00,0.0612
2026-08-20 17:48:15,0.0612
2026-08-20 17:48:30,0.0612
2026-08-20 17:48:45,0.0611
2026-08-20 17:49:00,0.0611
2026-08-20 17:49:15,0.0611
2026-08-20 17:49:30,0.0611
2026-08-20 17:49:45,0.0614
2026-08-20 17:50:00,0.0614
2026-08-20 17:50:15,0.0614
2026-08-20 17:50:30,0.0614
2026-08-20 17:50:45,0.0616
2026-08-20 17:51:00,0.0616
2026-08-20 17:51:15,0.0616
2026-08-20 17:51:30,0.0616
2026-08-20 17:51:45,0.0615
2026-08-20 17:52:00,0.0615
2026-08-20 17:52:15,0.0615
2026-08-20 17:52:30,0.0615
2026-08-20 17:52:45,0.0613
2026-08-20 17:53:00,0.0613
2026-08-20 17:53:15,0.0613
2026-08-20 17:53:30,0.0613
2026-08-20 17:53:45,0.0612
2026-08-20 17:54:00,0.0612
2026-08-20 17:54:15,0.0612
2026-08-20 17:54:30,0.0612
2026-08-20 17:54:45,0.0574
2026-08-20 17:55:00,0.0574
2026-08-20 17:55:15,0.0574
2026-08-20 17:55:30,0.0574
2026-08-20 17:55:45,0.0542
2026-08-20 17:56:00,0.0542
2026-08-20 17:56:15,0.0542
2026-08-20 17:56:30,0.0542
2026-08-20 17:56:45,0.0538
2026-08-20 17:57:00,0.0538
2026-08-20 17:57:15,0.0538
2026-08-20 17:57:30,0.0538
2026-08-20 17:57:45,0.0532
2026-08-20 17:58:00,0.0532
2026-08-20 17:58:15,0.0532
2026-08-20 17:58:30,0.0532
2026-08-20 17:58:45,0.0526
2026-08-20 17:59:00,0.0526
2026-08-20 17:59:15,0.0526
2026-08-20 17:59:30,0.0526
2026-08-20 17:59:45,0.0510
2026-08-20 18:00:00,0.0510
2026-08-20 18:00:15,0.0510
2026-08-20 18:00:30,0.0510
2026-08-20 18:00:45,0.0502
2026-08-20 18:01:00,0.0502
2026-08-20 18:01:15,0.0502
2026-08-20 18:01:30,0.0502
2026-08-20 18:01:45,0.0500
2026-08-20 18:02:00,0.0500
2026-08-20 18:02:15,0.0500
2026-08-20 18:02:30,0.0500
2026-08-20 18:02:45,0.0500
2026-08-20 18:03:00,0.0500
2026-08-20 18:03:15,0.0500
2026-08-20 18:03:30,0.0500
2026-08-20 18:03:45,0.0500
2026-08-20 18:04:00,0.0500
2026-08-20 18:04:15,0.0500
2026-08-20 18:04:30,0.0500
2026-08-20 18:04:45,0.0512
2026-08-20 18:05:00,0.0512
2026-08-20 18:05:15,0.0512
2026-08-20 18:05:30,0.0512
2026-08-20 18:05:45,0.0554
2026-08-20 18:06:00,0.0554
2026-08-20 18:06:15,0.0554
2026-08-20 18:06:30,0.0554
2026-08-20 18:06:45,0.0592
2026-08-20 18:07:00,0.0592
2026-08-20 18:07:15,0.0592
2026-08-20 18:07:30,0.0592
2026-08-20 18:07:45,0.0625
2026-08-20 18:08:00,0.0625
2026-08-20 18:08:15,0.0625
2026-08-20 18:08:30,0.0625
2026-08-20 18:08:45,0.0659
2026-08-20 18:09:00,0.0659
2026-08-20 18:09:15,0.0659
2026-08-20 18:09:30,0.0659
2026-08-20 18:09:45,0.0686
2026-08-20 18:10:00,0.0686
2026-08-20 18:10:15,0.0686
2026-08-20 18:10:30,0.0686
2026-08-20 18:10:45,0.0696
2026-08-20 18:11:00,0.0696
2026-08-20 18:11:15,0.0696
2026-08-20 18:11:30,0.0696
2026-08-20 18:11:45,0.0696
2026-08-20 18:12:00,0.0696
2026-08-20 18:12:15,0.0696
2026-08-20 18:12:30,0.0696
2026-08-20 18:12:45,0.0696
2026-08-20 18:13:00,0.0696
2026-08-20 18:13:15,0.0696
2026-08-20 18:13:30,0.0696
2026-08-20 18:13:45,0.0696
2026-08-20 18:14:00,0.0696
2026-08-20 18:14:15,0.0696
2026-08-20 18:14:30,0.0696
2026-08-20 18:14:45,0.0703
2026-08-20 18:15:00,0.0703
2026-08-20 18:15:15,0.0703
2026-08-20 18:15:30,0.0703
2026-08-20 18:15:45,0.0735
2026-08-20 18:16:00,0.0735
2026-08-20 18:16:15,0.0735
2026-08-20 18:16:30,0.0735
2026-08-20 18:16:45,0.0756
2026-08-20 18:17:00,0.0756
2026-08-20 18:17:15,0.0756
2026-08-20 18:17:30,0.0756
2026-08-20 18:17:45,0.0768
2026-08-20 18:18:00,0.0768
2026-08-20 18:18:15,0.0768
2026-08-20 18:18:30,0.0768
2026-08-20 18:18:45,0.0780
2026-08-20 18:19:00,0.0780
2026-08-20 18:19:15,0.0780
2026-08-20 18:19:30,0.0780
2026-08-20 18:19:45,0.0790
2026-08-20 18:20:00,0.0790
2026-08-20 18:20:15,0.0790
2026-08-20 18:20:30,0.0790
2026-08-20 18:20:45,0.0792
2026-08-20 18:21:00,0.0792
2026-08-20 18:21:15,0.0792
2026-08-20 18:21:30,0.0792
2026-08-20 18:21:45,0.0792
2026-08-20 18:22:00,0.0792
2026-08-20 18:22:15,0.0792
2026-08-20 18:22:30,0.0792
2026-08-20 18:22:45,0.0791
2026-08-20 18:23:00,0.0791
2026-08-20 18:23:15,0.0791
2026-08-20 18:23:30,0.0791
2026-08-20 18:23:45,0.0791
2026-08-20 18:24:00,0.0791
2026-08-20 18:24:15,0.0791
2026-08-20 18:24:30,0.0791
2026-08-20 18:24:45,0.0789
2026-08-20 18:25:00,0.0789
2026-08-20 18:25:15,0.0789
2026-08-20 18:25:30,0.0789
2026-08-20 18:25:45,0.0714
2026-08-20 18:26:00,0.0714
2026-08-20 18:26:15,0.0714
2026-08-20 18:26:30,0.0714
2026-08-20 18:26:45,0.0640
2026-08-20 18:27:00,0.0640
2026-08-20 18:27:15,0.0640
2026-08-20 18:27:30,0.0640
2026-08-20 18:27:45,0.0590
2026-08-20 18:28:00,0.0590
2026-08-20 18:28:15,0.0590
2026-08-20 18:28:30,0.0590
2026-08-20 18:28:45,0.0540
2026-08-20 18:29:00,0.0540
2026-08-20 18:29:15,0.0540
2026-08-20 18:29:30,0.0540
2026-08-20 18:29:45,0.0491
2026-08-20 18:30:00,0.0491
2026-08-20 18:30:15,0.0491
2026-08-20 18:30:30,0.0491
2026-08-20 18:30:45,0.0472
2026-08-20 18:31:00,0.0472
2026-08-20 18:31:15,0.0472
2026-08-20 18:31:30,0.0472
2026-08-20 18:31:45,0.0470
2026-08-20 18:32:00,0.0470
2026-08-20 18:32:15,0.0470
2026-08-20 18:32:30,0.0470
2026-08-20 18:32:45,0.0469
2026-08-20 18:33:00,0.0469
2026-08-20 18:33:15,0.0469
2026-08-20 18:33:30,0.0469
2026-08-20 18:33:45,0.0468
2026-08-20 18:34:00,0.0468
2026-08-20 18:34:15,0.0468
2026-08-20 18:34:30,0.0468
2026-08-20 18:34:45,0.0469
2026-08-20 18:35:00,0.0469
2026-08-20 18:35:15,0.0469
2026-08-20 18:35:30,0.0469
2026-08-20 18:35:45,0.0488
2026-08-20 18:36:00,0.0488
2026-08-20 18:36:15,0.0488
2026-08-20 18:36:30,0.0488
2026-08-20 18:36:45,0.0534
2026-08-20 18:37:00,0.0534
2026-08-20 18:37:15,0.0534
2026-08-20 18:37:30,0.0534
2026-08-20 18:37:45,0.0566
2026-08-20 18:38:00,0.0566
2026-08-20 18:38:15,0.0566
2026-08-20 18:38:30,0.0566
2026-08-20 18:38:45,0.0600
2026-08-20 18:39:00,0.0600
2026-08-20 18:39:15,0.0600
2026-08-20 18:39:30,0.0600
2026-08-20 18:39:45,0.0633
2026-08-20 18:40:00,0.0633
2026-08-20 18:40:15,0.0633
2026-08-20 18:40:30,0.0633
2026-08-20 18:40:45,0.0657
2026-08-20 18:41:00,0.0657
2026-08-20 18:41:15,0.0657
2026-08-20 18:41:30,0.0657
2026-08-20 18:41:45,0.0663
2026-08-20 18:42:00,0.0663
2026-08-20 18:42:15,0.0663
2026-08-20 18:42:30,0.0663
2026-08-20 18:42:45,0.0664
2026-08-20 18:43:00,0.0664
2026-08-20 18:43:15,0.0664
2026-08-20 18:43:30,0.0664
2026-08-20 18:43:45,0.0660
2026-08-20 18:44:00,0.0660
2026-08-20 18:44:15,0.0660
2026-08-20 18:44:30,0.0660
2026-08-20 18:44:45,0.0660
2026-08-20 18:45:00,0.0660
2026-08-20 18:45:15,0.0660
2026-08-20 18:45:30,0.0660
2026-08-20 18:45:45,0.0671
2026-08-20 18:46:00,0.0671
2026-08-20 18:46:15,0.0671
2026-08-20 18:46:30,0.0671
2026-08-20 18:46:45,0.0704
2026-08-20 18:47:00,0.0704
2026-08-20 18:47:15,0.0704
2026-08-20 18:47:30,0.0704
2026-08-20 18:47:45,0.0720
2026-08-20 18:48:00,0.0720
2026-08-20 18:48:15,0.0720
2026-08-20 18:48:30,0.0720
2026-08-20 18:48:45,0.0730
2026-08-20 18:49:00,0.0730
2026-08-20 18:49:15,0.0730
2026-08-20 18:49:30,0.0730
2026-08-20 18:49:45,0.0742
2026-08-20 18:50:00,0.0742
2026-08-20 18:50:15,0.0742
2026-08-20 18:50:30,0.0742
2026-08-20 18:50:45,0.0750
2026-08-20 18:51:00,0.0750
2026-08-20 18:51:15,0.0750
2026-08-20 18:51:30,0.0750
2026-08-20 18:51:45,0.0750
2026-08-20 18:52:00,0.0750
2026-08-20 18:52:15,0.0750
2026-08-20 18:52:30,0.0750
2026-08-20 18:52:45,0.0751
2026-08-20 18:53:00,0.0751
2026-08-20 18:53:15,0.0751
2026-08-20 18:53:30,0.0751
2026-08-20 18:53:45,0.0751
2026-08-20 18:54:00,0.0751
2026-08-20 18:54:15,0.0751
2026-08-20 18:54:30,0.0751
2026-08-20 18:54:45,0.0751
2026-08-20 18:55:00,0.0751
2026-08-20 18:55:15,0.0751
2026-08-20 18:55:30,0.0751
2026-08-20 18:55:45,0.0737
2026-08-20 18:56:00,0.0737
2026-08-20 18:56:15,0.0737
2026-08-20 18:56:30,0.0737
2026-08-20 18:56:45,0.0663
2026-08-20 18:57:00,0.0663
2026-08-20 18:57:15,0.0663
2026-08-20 18:57:30,0.0663
2026-08-20 18:57:45,0.0595
2026-08-20 18:58:00,0.0595
2026-08-20 18:58:15,0.0595
2026-08-20 18:58:30,0.0595
2026-08-20 18:58:45,0.0542
2026-08-20 18:59:00,0.0542
2026-08-20 18:59:15,0.0542
2026-08-20 18:59:30,0.0542
2026-08-20 18:59:45,0.0487
2026-08-20 19:00:00,0.0487
2026-08-20 19:00:15,0.0487
2026-08-20 19:00:30,0.0487
2026-08-20 19:00:45,0.0442
2026-08-20 19:01:00,0.0442
2026-08-20 19:01:15,0.0442
2026-08-20 19:01:30,0.0442
2026-08-20 19:01:45,0.0417
2026-08-20 19:02:00,0.0417
2026-08-20 19:02:15,0.0417
2026-08-20 19:02:30,0.0417
2026-08-20 19:02:45,0.0414
2026-08-20 19:03:00,0.0414
2026-08-20 19:03:15,0.0414
2026-08-20 19:03:30,0.0414
2026-08-20 19:03:45,0.0413
2026-08-20 19:04:00,0.0413
2026-08-20 19:04:15,0.0413
2026-08-20 19:04:30,0.0413
2026-08-20 19:04:45,0.0413
2026-08-20 19:05:00,0.0413
2026-08-20 19:05:15,0.0413
2026-08-20 19:05:30,0.0413
2026-08-20 19:05:45,0.0413
2026-08-20 19:06:00,0.0413
2026-08-20 19:06:15,0.0413
2026-08-20 19:06:30,0.0413
2026-08-20 19:06:45,0.0441
2026-08-20 19:07:00,0.0441
2026-08-20 19:07:15,0.0441
2026-08-20 19:07:30,0.0441
2026-08-20 19:07:45,0.0489
2026-08-20 19:08:00,0.0489
2026-08-20 19:08:15,0.0489
2026-08-20 19:08:30,0.0489
2026-08-20 19:08:45,0.0523
2026-08-20 19:09:00,0.0523
2026-08-20 19:09:15,0.0523
2026-08-20 19:09:30,0.0523
2026-08-20 19:09:45,0.0556
2026-08-20 19:10:00,0.0556
2026-08-20 19:10:15,0.0556
2026-08-20 19:10:30,0.0556
2026-08-20 19:10:45,0.0590
2026-08-20 19:11:00,0.0590
2026-08-20 19:11:15,0.0590
2026-08-20 19:11:30,0.0590
2026-08-20 19:11:45,0.0610
2026-08-20 19:12:00,0.0610
2026-08-20 19:12:15,0.0610
2026-08-20 19:12:30,0.0610
2026-08-20 19:12:45,0.0613
2026-08-20 19:13:00,0.0613
2026-08-20 19:13:15,0.0613
2026-08-20 19:13:30,0.0613
2026-08-20 19:13:45,0.0613
2026-08-20 19:14:00,0.0613
2026-08-20 19:14:15,0.0613
2026-08-20 19:14:30,0.0613
2026-08-20 19:14:45,0.0612
2026-08-20 19:15:00,0.0612
2026-08-20 19:15:15,0.0612
2026-08-20 19:15:30,0.0612
2026-08-20 19:15:45,0.0612
2026-08-20 19:16:00,0.0612
2026-08-20 19:16:15,0.0612
2026-08-20 19:16:30,0.0612
2026-08-20 19:16:45,0.0631
2026-08-20 19:17:00,0.0631
2026-08-20 19:17:15,0.0631
2026-08-20 19:17:30,0.0631
2026-08-20 19:17:45,0.0665
2026-08-20 19:18:00,0.0665
2026-08-20 19:18:15,0.0665
2026-08-20 19:18:30,0.0665
2026-08-20 19:18:45,0.0678
2026-08-20 19:19:00,0.0678
2026-08-20 19:19:15,0.0678
2026-08-20 19:19:30,0.0678
2026-08-20 19:19:45,0.0690
2026-08-20 19:20:00,0.0690
2026-08-20 19:20:15,0.0690
2026-08-20 19:20:30,0.0690
2026-08-20 19:20:45,0.0701
2026-08-20 19:21:00,0.0701
2026-08-20 19:21:15,0.0701
2026-08-20 19:21:30,0.0701
2026-08-20 19:21:45,0.0708
2026-08-20 19:22:00,0.0708
2026-08-20 19:22:15,0.0708
2026-08-20 19:22:30,0.0708
2026-08-20 19:22:45,0.0708
2026-08-20 19:23:00,0.0708
2026-08-20 19:23:15,0.0708
2026-08-20 19:23:30,0.0708
2026-08-20 19:23:45,0.0708
2026-08-20 19:24:00,0.0708
2026-08-20 19:24:15,0.0708
2026-08-20 19:24:30,0.0708
2026-08-20 19:24:45,0.0709
2026-08-20 19:25:00,0.0709
2026-08-20 19:25:15,0.0709
2026-08-20 19:25:30,0.0709
2026-08-20 19:25:45,0.0709
2026-08-20 19:26:00,0.0709
2026-08-20 19:26:15,0.0709
2026-08-20 19:26:30,0.0709
2026-08-20 19:26:45,0.0682
2026-08-20 19:27:00,0.0682
2026-08-20 19:27:15,0.0682
2026-08-20 19:27:30,0.0682
2026-08-20 19:27:45,0.0618
2026-08-20 19:28:00,0.0618
2026-08-20 19:28:15,0.0618
2026-08-20 19:28:30,0.0618
2026-08-20 19:28:45,0.0572
2026-08-20 19:29:00,0.0572
2026-08-20 19:29:15,0.0572
2026-08-20 19:29:30,0.0572
2026-08-20 19:29:45,0.0535
2026-08-20 19:30:00,0.0535
2026-08-20 19:30:15,0.0535
2026-08-20 19:30:30,0.0535
2026-08-20 19:30:45,0.0498
2026-08-20 19:31:00,0.0498
2026-08-20 19:31:15,0.0498
2026-08-20 19:31:30,0.0498
2026-08-20 19:31:45,0.0469
2026-08-20 19:32:00,0.0469
2026-08-20 19:32:15,0.0469
2026-08-20 19:32:30,0.0469
2026-08-20 19:32:45,0.0451
2026-08-20 19:33:00,0.0451
2026-08-20 19:33:15,0.0451
2026-08-20 19:33:30,0.0451
2026-08-20 19:33:45,0.0452
2026-08-20 19:34:00,0.0452
2026-08-20 19:34:15,0.0452
2026-08-20 19:34:30,0.0452
2026-08-20 19:34:45,0.0453
2026-08-20 19:35:00,0.0453
2026-08-20 19:35:15,0.0453
2026-08-20 19:35:30,0.0453
2026-08-20 19:35:45,0.0453
2026-08-20 19:36:00,0.0453
2026-08-20 19:36:15,0.0453
2026-08-20 19:36:30,0.0453
2026-08-20 19:36:45,0.0454
2026-08-20 19:37:00,0.0454
2026-08-20 19:37:15,0.0454
2026-08-20 19:37:30,0.0454
2026-08-20 19:37:45,0.0491
2026-08-20 19:38:00,0.0491
2026-08-20 19:38:15,0.0491
2026-08-20 19:38:30,0.0491
2026-08-20 19:38:45,0.0539
2026-08-20 19:39:00,0.0539
2026-08-20 19:39:15,0.0539
2026-08-20 19:39:30,0.0539
2026-08-20 19:39:45,0.0574
2026-08-20 19:40:00,0.0574
2026-08-20 19:40:15,0.0574
2026-08-20 19:40:30,0.0574
2026-08-20 19:40:45,0.0611
2026-08-20 19:41:00,0.0611
2026-08-20 19:41:15,0.0611
2026-08-20 19:41:30,0.0611
2026-08-20 19:41:45,0.0647
2026-08-20 19:42:00,0.0647
2026-08-20 19:42:15,0.0647
2026-08-20 19:42:30,0.0647
2026-08-20 19:42:45,0.0664
2026-08-20 19:43:00,0.0664
2026-08-20 19:43:15,0.0664
2026-08-20 19:43:30,0.0664
2026-08-20 19:43:45,0.0665
2026-08-20 19:44:00,0.0665
2026-08-20 19:44:15,0.0665
2026-08-20 19:44:30,0.0665
2026-08-20 19:44:45,0.0666
2026-08-20 19:45:00,0.0666
2026-08-20 19:45:15,0.0666
2026-08-20 19:45:30,0.0666
2026-08-20 19:45:45,0.0664
2026-08-20 19:46:00,0.0664
2026-08-20 19:46:15,0.0664
2026-08-20 19:46:30,0.0664
2026-08-20 19:46:45,0.0664
2026-08-20 19:47:00,0.0664
2026-08-20 19:47:15,0.0664
2026-08-20 19:47:30,0.0664
2026-08-20 19:47:45,0.0690
2026-08-20 19:48:00,0.0690
2026-08-20 19:48:15,0.0690
2026-08-20 19:48:30,0.0690
2026-08-20 19:48:45,0.0715
2026-08-20 19:49:00,0.0715
2026-08-20 19:49:15,0.0715
2026-08-20 19:49:30,0.0715
2026-08-20 19:49:45,0.0724
2026-08-20 19:50:00,0.0724
2026-08-20 19:50:15,0.0724
2026-08-20 19:50:30,0.0724
2026-08-20 19:50:45,0.0734
2026-08-20 19:51:00,0.0734
2026-08-20 19:51:15,0.0734
2026-08-20 19:51:30,0.0734
2026-08-20 19:51:45,0.0743
2026-08-20 19:52:00,0.0743
2026-08-20 19:52:15,0.0743
2026-08-20 19:52:30,0.0743
2026-08-20 19:52:45,0.0745
2026-08-20 19:53:00,0.0745
2026-08-20 19:53:15,0.0745
2026-08-20 19:53:30,0.0745
2026-08-20 19:53:45,0.0745
2026-08-20 19:54:00,0.0745
2026-08-20 19:54:15,0.0745
2026-08-20 19:54:30,0.0745
2026-08-20 19:54:45,0.0745
2026-08-20 19:55:00,0.0745
2026-08-20 19:55:15,0.0745
2026-08-20 19:55:30,0.0745
2026-08-20 19:55:45,0.0746
2026-08-20 19:56:00,0.0746
2026-08-20 19:56:15,0.0746
2026-08-20 19:56:30,0.0746
2026-08-20 19:56:45,0.0745
2026-08-20 19:57:00,0.0745
2026-08-20 19:57:15,0.0745
2026-08-20 19:57:30,0.0745
2026-08-20 19:57:45,0.0700
2026-08-20 19:58:00,0.0700
2026-08-20 19:58:15,0.0700
2026-08-20 19:58:30,0.0700
2026-08-20 19:58:45,0.0612
2026-08-20 19:59:00,0.0612
2026-08-20 19:59:15,0.0612
2026-08-20 19:59:30,0.0612
2026-08-20 19:59:45,0.0545
2026-08-20 20:00:00,0.0545
2026-08-20 20:00:15,0.0545
2026-08-20 20:00:30,0.0545
2026-08-20 20:00:45,0.0479
2026-08-20 20:01:00,0.0479
2026-08-20 20:01:15,0.0479
2026-08-20 20:01:30,0.0479
2026-08-20 20:01:45,0.0414
2026-08-20 20:02:00,0.0414
2026-08-20 20:02:15,0.0414
2026-08-20 20:02:30,0.0414
